#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0042462	Eye photoreceptor cell development	7	35	1.88	2.53	8.11e-09	9606.ENSP00000229771,9606.ENSP00000334665,9606.ENSP00000353735,9606.ENSP00000360502,9606.ENSP00000382895,9606.ENSP00000454062,9606.ENSP00000482504	TULP1,FSCN2,TOPORS,PDE6C,RPGRIP1,NRL,NR2E3
GO:0048666	Neuron development	17	840	0.88	1.22	1.66e-08	9606.ENSP00000229771,9606.ENSP00000230381,9606.ENSP00000251102,9606.ENSP00000278833,9606.ENSP00000286688,9606.ENSP00000329158,9606.ENSP00000332809,9606.ENSP00000334665,9606.ENSP00000353735,9606.ENSP00000357265,9606.ENSP00000360502,9606.ENSP00000371923,9606.ENSP00000382895,9606.ENSP00000454062,9606.ENSP00000482306,9606.ENSP00000482504,9606.ENSP00000485478	TULP1,PRPH2,CNGB1,ROM1,C8orf37,CLRN1,PCARE,FSCN2,TOPORS,SEMA4A,PDE6C,RP1L1,RPGRIP1,NRL,TTC8,NR2E3,CDHR1
GO:0048699	Generation of neurons	19	1131	0.8	1.09	1.89e-08	9606.ENSP00000229771,9606.ENSP00000230381,9606.ENSP00000251102,9606.ENSP00000278833,9606.ENSP00000286688,9606.ENSP00000305941,9606.ENSP00000329158,9606.ENSP00000331831,9606.ENSP00000332809,9606.ENSP00000334665,9606.ENSP00000353735,9606.ENSP00000357265,9606.ENSP00000360502,9606.ENSP00000371923,9606.ENSP00000382895,9606.ENSP00000454062,9606.ENSP00000482306,9606.ENSP00000482504,9606.ENSP00000485478	TULP1,PRPH2,CNGB1,ROM1,C8orf37,USH2A,CLRN1,GAS6,PCARE,FSCN2,TOPORS,SEMA4A,PDE6C,RP1L1,RPGRIP1,NRL,TTC8,NR2E3,CDHR1
GO:0030182	Neuron differentiation	18	1062	0.81	1.07	5.73e-08	9606.ENSP00000229771,9606.ENSP00000230381,9606.ENSP00000251102,9606.ENSP00000278833,9606.ENSP00000286688,9606.ENSP00000305941,9606.ENSP00000329158,9606.ENSP00000332809,9606.ENSP00000334665,9606.ENSP00000353735,9606.ENSP00000357265,9606.ENSP00000360502,9606.ENSP00000371923,9606.ENSP00000382895,9606.ENSP00000454062,9606.ENSP00000482306,9606.ENSP00000482504,9606.ENSP00000485478	TULP1,PRPH2,CNGB1,ROM1,C8orf37,USH2A,CLRN1,PCARE,FSCN2,TOPORS,SEMA4A,PDE6C,RP1L1,RPGRIP1,NRL,TTC8,NR2E3,CDHR1
GO:0060219	Camera-type eye photoreceptor cell differentiation	6	30	1.88	2.14	1.97e-07	9606.ENSP00000278833,9606.ENSP00000353735,9606.ENSP00000360502,9606.ENSP00000382895,9606.ENSP00000454062,9606.ENSP00000482306	ROM1,TOPORS,PDE6C,RPGRIP1,NRL,TTC8
GO:0003407	Neural retina development	7	76	1.54	1.77	8.48e-07	9606.ENSP00000262340,9606.ENSP00000278833,9606.ENSP00000353735,9606.ENSP00000360502,9606.ENSP00000382895,9606.ENSP00000454062,9606.ENSP00000482306	RPE65,ROM1,TOPORS,PDE6C,RPGRIP1,NRL,TTC8
GO:0007602	Phototransduction	6	43	1.72	1.84	1.24e-06	9606.ENSP00000251102,9606.ENSP00000359245,9606.ENSP00000360502,9606.ENSP00000370521,9606.ENSP00000420295,9606.ENSP00000482504	CNGB1,ABCA4,PDE6C,AIPL1,PDE6B,NR2E3
GO:1903546	Protein localization to photoreceptor outer segment	4	7	2.34	1.82	5.19e-06	9606.ENSP00000229771,9606.ENSP00000278833,9606.ENSP00000332809,9606.ENSP00000377176	TULP1,ROM1,PCARE,SPATA7
GO:0048468	Cell development	19	1719	0.62	0.71	1.31e-05	9606.ENSP00000229771,9606.ENSP00000230381,9606.ENSP00000251102,9606.ENSP00000278833,9606.ENSP00000286688,9606.ENSP00000295408,9606.ENSP00000305941,9606.ENSP00000329158,9606.ENSP00000332809,9606.ENSP00000334665,9606.ENSP00000353735,9606.ENSP00000357265,9606.ENSP00000360502,9606.ENSP00000371923,9606.ENSP00000382895,9606.ENSP00000454062,9606.ENSP00000482306,9606.ENSP00000482504,9606.ENSP00000485478	TULP1,PRPH2,CNGB1,ROM1,C8orf37,MERTK,USH2A,CLRN1,PCARE,FSCN2,TOPORS,SEMA4A,PDE6C,RP1L1,RPGRIP1,NRL,TTC8,NR2E3,CDHR1
GO:0007399	Nervous system development	21	2188	0.56	0.64	2.08e-05	9606.ENSP00000221996,9606.ENSP00000229771,9606.ENSP00000230381,9606.ENSP00000251102,9606.ENSP00000278833,9606.ENSP00000286688,9606.ENSP00000295408,9606.ENSP00000305941,9606.ENSP00000329158,9606.ENSP00000331831,9606.ENSP00000332809,9606.ENSP00000334665,9606.ENSP00000353735,9606.ENSP00000357265,9606.ENSP00000360502,9606.ENSP00000371923,9606.ENSP00000382895,9606.ENSP00000454062,9606.ENSP00000482306,9606.ENSP00000482504,9606.ENSP00000485478	CRX,TULP1,PRPH2,CNGB1,ROM1,C8orf37,MERTK,USH2A,CLRN1,GAS6,PCARE,FSCN2,TOPORS,SEMA4A,PDE6C,RP1L1,RPGRIP1,NRL,TTC8,NR2E3,CDHR1
GO:0007603	Phototransduction, visible light	4	13	2.07	1.51	3.38e-05	9606.ENSP00000359245,9606.ENSP00000360502,9606.ENSP00000370521,9606.ENSP00000420295	ABCA4,PDE6C,AIPL1,PDE6B
GO:0009887	Animal organ morphogenesis	14	997	0.73	0.75	7.16e-05	9606.ENSP00000193391,9606.ENSP00000221996,9606.ENSP00000229771,9606.ENSP00000262340,9606.ENSP00000278833,9606.ENSP00000305941,9606.ENSP00000329158,9606.ENSP00000334665,9606.ENSP00000353735,9606.ENSP00000360502,9606.ENSP00000382895,9606.ENSP00000454062,9606.ENSP00000482306,9606.ENSP00000482504	IMPG2,CRX,TULP1,RPE65,ROM1,USH2A,CLRN1,FSCN2,TOPORS,PDE6C,RPGRIP1,NRL,TTC8,NR2E3
